HSK_Level,Simplified,Pinyin,Frequency,POS,Meanings
7,发热,fā rè,9077,"v, vn",to have a high temperature | feverish | unable to think calmly
7,发电机,fā diàn jī,13622,n,electricity generator | dynamo
7,发育,fā yù,6591,"v, vn",to develop | to mature | growth
7,发脾气,fā pí qì,9294,v,to get angry
7,发誓,fā shì,5986,v,to vow | to pledge | to swear
7,发财,fā cái,9336,"v, vn",to get rich
7,发起人,fā qǐ rén,21812,n,proposer | initiator | founding member
7,发酵,fā jiào,18094,"v, vn","to ferment | (fig.) (of trends, emotions or repercussions etc) to bubble away; to simmer; to develop"
7,取代,qǔ dài,5252,v,to replace | to supersede | to supplant
7,取决于,qǔ jué yú,4910,v,to hinge on | to be decided by | to depend on
7,取暖,qǔ nuǎn,12354,"v, vn",to warm oneself (by a fire etc)
7,取笑,qǔ xiào,15306,v,to tease; to make fun of
7,取经,qǔ jīng,27807,v,to journey to India on a quest for the Buddhist scriptures | to learn by studying another's experience
7,取缔,qǔ dì,19774,v,to suppress; to crack down on; to prohibit
7,取而代之,qǔ ér dài zhī,16470,v,(idiom) to replace; to supersede; to take its (or her etc) place
7,取胜,qǔ shèng,8513,"v, vn",to score a victory | to prevail over one's opponents
7,受害,shòu hài,12583,"v, vn","to suffer damage, injury etc | damaged | injured"
7,受害人,shòu hài rén,6583,n,victim
7,受惊,shòu jīng,22069,v,startled
7,受理,shòu lǐ,10796,"v, vn",to accept to hear a case | to handle (a service)
7,受益,shòu yì,7654,"v, vn",to benefit from | profit
7,受苦,shòu kǔ,14680,v,to suffer hardship
7,受贿,shòu huì,12703,"v, vn",to accept a bribe
7,受过,shòu guò,1000000,,to take the blame (for sb else)
7,受骗,shòu piàn,15006,v,to be cheated | to be taken in | to be hoodwinked
7,变幻莫测,biàn huàn mò cè,37275,"l, v",to change unpredictably | unpredictable | erratic
7,变异,biàn yì,8927,"n, v",variation
7,变质,biàn zhì,13083,"v, vn",to degenerate; to deteriorate | (of food) to go bad; to go off | (geology) metamorphism
7,变迁,biàn qiān,17425,"vn, v",changes | vicissitudes
7,变革,biàn gé,9189,"vn, v",to transform | to change
7,叙述,xù shù,9937,"v, vn",to relate (a story or information) | to tell or talk about | to recount
7,叛逆,pàn nì,12939,"n, vn",to rebel | to revolt | a rebel
7,叠,dié,7389,"v, q",variant of 叠
7,口令,kǒu lìng,17813,n,oral command | a word of command (used in drilling troops or gymnasts) | password (used by sentry)
7,口吃,kǒu chī,27809,v,to stammer; to stutter | Taiwan pr. [kǒu jí]
7,口味,kǒu wèi,4455,n,a person's preferences | tastes (in food) | flavor
7,口哨,kǒu shào,22040,n,whistle
7,口头,kǒu tóu,12208,"n, d",oral | verbal
7,口子,kǒu zi,15274,n,hole | opening | cut
7,口径,kǒu jìng,9038,n,bore; caliber; diameter; aperture | (fig.) stance (on an issue); version (of events); account; narrative; line
7,口感,kǒu gǎn,15978,n,mouthfeel; texture (of food)
7,口才,kǒu cái,18810,n,eloquence
7,口气,kǒu qì,6144,n,tone of voice | the way one speaks | manner of expression
7,口水,kǒu shuǐ,8536,n,saliva
7,口碑,kǒu bēi,18199,n,public praise | public reputation | commonly held opinions
7,口罩,kǒu zhào,16802,n,mask (surgical etc)
7,口腔,kǒu qiāng,10813,n,oral cavity
7,口音,kǒu yīn,8894,n,oral speech sounds (linguistics)
7,口香糖,kǒu xiāng táng,12699,n,chewing gum
7,古人,gǔ rén,10424,n,people of ancient times | the ancients | extinct human species such as Homo erectus or Homo neanderthalensis
7,古今中外,gǔ jīn zhōng wài,28984,,at all times and in all places (idiom)
7,古怪,gǔ guài,7231,a,strange | weird | eccentric
7,古朴,gǔ pǔ,32851,a,"simple and unadorned (of art, architecture etc)"
7,古董,gǔ dǒng,10388,n,curio | antique
7,古迹,gǔ jì,21766,n,places of historic interest | historical sites
7,叫好,jiào hǎo,18648,v,to applaud | to cheer
7,叫板,jiào bǎn,27620,,"to signal the musicians (in Chinese opera, by prolonging a spoken word before attacking a song) | (coll.) to challenge"
7,召集,zhào jí,6613,v,to convene | to gather
7,叮嘱,dīng zhǔ,23273,"v, vn",to warn repeatedly | to urge | to exhort again and again
7,可不是,kě bu shì,8534,,that's just the way it is | exactly!
7,可乘之机,kě chéng zhī jī,34562,l,an opportunity that someone (usually a villain or adversary) can exploit
7,可信,kě xìn,10126,"a, an",trustworthy
7,可口,kě kǒu,13271,a,tasty; to taste good
7,可恶,kě wù,7109,a,repulsive | vile | hateful
7,可悲,kě bēi,7880,a,lamentable
7,可想而知,kě xiǎng ér zhī,20154,v,it is obvious that... | as one can well imagine...
7,可歌可泣,kě gē kě qì,44081,v,lit. you can sing or you can cry (idiom); fig. deeply moving | happy and sad | inspiring and tragic
7,可疑,kě yí,6325,a,suspicious | dubious
7,可笑,kě xiào,5565,"a, an",funny | ridiculous
7,可耻,kě chǐ,10422,a,shameful | disgraceful | ignominious
7,可行,kě xíng,7847,a,feasible
7,可观,kě guān,11746,a,considerable | impressive | significant
7,可谓,kě wèi,11022,v,it could even be said
7,可贵,kě guì,15774,a,to be treasured | praiseworthy
7,台球,tái qiú,12794,n,billiards
7,史无前例,shǐ wú qián lì,16692,l,unprecedented in history
7,号称,hào chēng,12869,v,to be known as | to be nicknamed | to be purportedly
7,司令,sī lìng,10296,n,commanding officer
7,司法,sī fǎ,3845,n,judicial | (administration of) justice
7,司空见惯,sī kōng jiàn guàn,26048,v,a common occurrence (idiom)
7,叼,diāo,9777,v,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)
7,吃不上,chī bu shàng,1000000,,unable to get anything to eat | to miss a meal
7,吃亏,chī kuī,14289,"a, v",to suffer losses | to come to grief | to lose out
7,吃喝玩乐,chī hē wán lè,29716,v,"to eat, drink and be merry (idiom) | to abandon oneself to a life of pleasure"
7,吃苦,chī kǔ,22843,"v, vn",to bear hardships
7,各奔前程,gè bèn qián chéng,66834,v,each goes his own way (idiom); each person has his own life to lead
7,各式各样,gè shì gè yàng,16165,l,(of) all kinds and sorts | various
7,合乎,hé hū,15544,v,to accord with; to conform to
7,合伙,hé huǒ,11139,"v, vn",to act jointly | to form a partnership
7,合作社,hé zuò shè,26855,n,cooperative | workers' or agricultural producers' cooperative etc
7,合唱,hé chàng,11816,"vn, v",chorus | to chorus
7,合影,hé yǐng,9596,"n, v",to take a joint photo | group photo
7,合情合理,hé qíng hé lǐ,21777,l,reasonable and fair (idiom)
7,合计,hé jì,16414,v,to add up the total | to figure what sth amounts to | to consider
7,合资,hé zī,22291,"vn, v",joint venture
7,吉他,jí tā,6172,n,guitar (loanword)
7,吉普,Jí pǔ,19594,"n, nz",Jeep (car brand)
7,吉祥物,jí xiáng wù,12347,n,mascot
7,吊销,diào xiāo,14932,v,to suspend (an agreement) | to revoke
7,同人,tóng rén,35408,n,people from the same workplace or profession | co-worker | colleague
7,同伙,tóng huǒ,10281,n,colleague | co-conspirator | accomplice
7,同伴,tóng bàn,6312,n,companion; comrade; fellow
7,同年,tóng nián,15175,"d, t",the same year
7,同志,tóng zhì,1228,n,comrade | (slang) homosexual
7,同感,tóng gǎn,9619,n,(have the) same feeling | similar impression | common feeling
7,同步,tóng bù,6408,"v, vn, b",synchronous | to synchronize | to keep step with
7,同盟,tóng méng,10148,n,alliance
7,同等,tóng děng,11078,"b, d",equal to | having the same social class or status
7,同类,tóng lèi,7983,n,similar | same type | alike
7,同舟共济,tóng zhōu gòng jì,36268,v,cross a river in the same boat (idiom); fig. having common interests | obliged to collaborate towards common goals
7,名利,míng lì,19661,n,fame and profit
7,名副其实,míng fù qí shí,13990,v,"not just in name only, but also in reality (idiom) | aptly named | worthy of the name"
7,名声,míng shēng,8064,n,reputation
7,名气,míng qì,11088,n,reputation; fame
7,名著,míng zhù,16615,,masterpiece
7,名言,míng yán,13296,n,saying | famous remark
7,名贵,míng guì,20646,a,famous and valuable | rare | precious
7,后人,hòu rén,14853,n,later generation
7,后代,hòu dài,8721,n,descendant | progeny | posterity
7,后勤,hòu qín,12965,n,logistics
7,后台,hòu tái,7924,n,backstage area | behind-the-scenes supporter | (computing) back-end
7,后备,hòu bèi,7692,"b, n",reserve; backup
7,后备箱,hòu bèi xiāng,1000000,,trunk | boot (of a car)
7,后期,hòu qī,9597,"f, t",late stage | later period
7,后盾,hòu dùn,18244,n,support | backing
7,后续,hòu xù,11030,"vn, v",follow-up | (dialect) to remarry
7,后者,hòu zhě,6906,r,the latter
7,后裔,hòu yì,16471,n,descendant
7,后退,hòu tuì,7469,v,to recoil | to draw back | to fall back
7,后遗症,hòu yí zhèng,15852,n,(medicine) sequelae | residual effects | (fig.) repercussions
7,后顾之忧,hòu gù zhī yōu,25479,l,"fears of trouble in the rear (idiom); family worries (obstructing freedom of action) | worries about the future consequences | often in negative expressions, meaning ""no worries about anything"""
7,向往,xiàng wǎng,8559,"v, vn",to yearn for | to look forward to
7,向来,xiàng lái,12301,d,always (previously)
7,向着,xiàng zhe,13962,p,towards | facing (sb or sth) | (coll.) to side with
7,吓人,xià rén,6592,"a, v",to scare | scary | frightening
7,吓唬,xià hu,13521,v,to scare | to frighten
7,君子,jūn zǐ,11121,n,nobleman | person of noble character
7,否决,fǒu jué,9806,"v, vn",to veto | to overrule
7,吩咐,fēn fù,7516,"v, vn",to tell | to instruct | to command
7,含糊,hán hu,15873,"a, an",ambiguous | vague | careless
7,含蓄,hán xù,19178,a,to contain | to hold | (of a person or style etc) reserved
7,听从,tīng cóng,10740,v,to listen and obey | to comply with | to heed
7,听话,tīng huà,6757,a,to do what one is told | obedient
7,启示,qǐ shì,9723,"vn, v",to reveal | to enlighten | enlightenment
7,启蒙,qǐ méng,20648,"vn, v",variant of 启蒙 | to instruct the young
7,启迪,qǐ dí,20510,"vn, v",to edify | enlightenment
7,吵嘴,chǎo zuǐ,45100,v,to quarrel
7,吸取,xī qǔ,7936,v,"to absorb | to draw (a lesson, insight etc) | to assimilate"
7,吸纳,xī nà,20140,v,to take in | to absorb | to admit
7,吹了,chuī le,1000000,,failed; busted; to have not succeeded | to have died | to have parted company; to have chilled (of a relationship)
7,吹捧,chuī pěng,25897,"v, vn",to flatter | to laud sb's accomplishments | adulation
7,吹牛,chuī niú,13710,v,to talk big | to shoot off one's mouth | to chat (dialect)
7,吻,wěn,2797,v,kiss | to kiss | mouth
7,吻合,wěn hé,5450,v,to be a good fit | to be identical with | to adjust oneself to
7,吼,hǒu,3491,v,to roar | to howl | to shriek
7,呈现,chéng xiàn,3891,v,to appear | to emerge | to present (a certain appearance)
7,告,gào,3092,v,to say | to tell | to announce
7,告状,gào zhuàng,22767,v,"to tell on sb | to complain (to a teacher, a superior etc) | to bring a lawsuit"
7,告知,gào zhī,5005,"v, vn",to inform
7,告示,gào shi,18615,n,announcement
7,告诫,gào jiè,12672,"v, vn",to warn | to admonish
7,告辞,gào cí,16347,v,to say goodbye | to take one's leave
7,呐喊,nà hǎn,13843,"v, vn",shout | rallying cry | cheering
7,呕吐,ǒu tù,6374,"v, vn",to vomit
7,呛,qiāng,11625,v,to choke (because of swallowing the wrong way)
7,呜咽,wū yè,32446,v,to sob | to whimper
7,周到,zhōu dào,10949,a,thoughtful | considerate | attentive
7,周密,zhōu mì,15586,"a, ad",careful | thorough | meticulous
7,周旋,zhōu xuán,18812,"v, vn",to mix with others | to socialize | to deal with
7,周边,zhōu biān,6380,"n, nr",periphery | rim | surroundings
7,味精,wèi jīng,26745,n,monosodium glutamate (MSG)
7,呵护,hē hù,13381,"v, vn",to bless | to cherish | to take good care of
7,呼吁,hū yù,8013,"v, vn",to call on (sb to do sth) | to appeal (to) | an appeal
7,呼唤,hū huàn,8997,"v, vn",to call out (a name etc) | to shout
7,呼声,hū shēng,14141,n,"a shout | fig. opinion or demand, esp. expressed by a group"
7,呼应,hū yìng,28524,v,to conform (with) | to echo | to correlate well
7,呼救,hū jiù,17198,v,to call for help
7,呼风唤雨,hū fēng huàn yǔ,31838,l,to call the wind and summon the rain (idiom); to exercise magical powers | fig. to stir up troubles
7,命名,mìng míng,5608,"v, vn",to give a name to | to dub | to christen
7,命题,mìng tí,17947,n,"proposition (logic, math.) | to assign an essay topic"
7,和尚,hé shang,7896,n,Buddhist monk
7,和平共处,hé píng gòng chǔ,21788,v,"peaceful coexistence of nations, societies etc"
7,和气,hé qi,21572,"a, ad, an",friendly | polite | amiable
7,和睦,hé mù,15353,"a, an, ad",peaceful relations | harmonious
7,和蔼,hé ǎi,18111,a,kindly | nice | amiable
7,和解,hé jiě,8297,"v, vn",to settle (a dispute out of court) | to reconcile | settlement
7,咧嘴,liě zuǐ,1000000,,to grin
7,咳嗽,ké sou,7020,v,to cough
7,咽,yān,9313,v,throat; pharynx | narrow pass
7,咽喉,yān hóu,15508,n,throat
7,哀求,āi qiú,19304,"v, vn",to entreat | to implore | to plead
7,品位,pǐn wèi,8194,n,rank | grade | quality
7,品尝,pǐn cháng,8156,v,to taste a small amount | to sample
7,品德,pǐn dé,16921,n,moral character
7,品行,pǐn xíng,22266,n,behavior | moral conduct
7,哄,hōng,6776,"v, o",roar of laughter (onom.) | hubbub | to roar (as a crowd)
7,哄堂大笑,hōng táng dà xiào,43850,v,the whole room roaring with laughter (idiom)
7,哆嗦,duō suo,23415,v,to tremble | to shiver | uncontrolled shaking of the body
7,响亮,xiǎng liàng,15207,"a, ad",loud and clear | resounding
7,响应,xiǎng yìng,10032,"v, vn",to respond to | answer
7,响起,xiǎng qǐ,6888,v,(of a sound) to come forth | (of a sound source) to ring out | to sound
7,哎,āi,2092,e,hey! | (interjection used to attract attention or to express surprise or disapprobation)
7,哎呀,āi yā,4772,e,"interjection of wonder, shock or admiration"
7,哑,yā,12656,v,(onom.) sound of cawing | sound of infant learning to talk | variant of 呀
7,哗变,huá biàn,62759,v,mutiny | rebellion
7,哗然,huá rán,33564,z,in uproar | commotion | causing a storm of protest
7,哦,é,186,"o, e",to chant
7,哪知道,nǎ zhī dào,1000000,,who would have thought that ...?
7,哭泣,kū qì,6226,"v, vn",to weep
7,哭笑不得,kū xiào bù dé,27338,l,lit. not to know whether to laugh or cry (idiom) | both funny and extremely embarrassing | between laughter and tears
7,哺育,bǔ yù,32916,"v, vn",to feed | (fig.) to nurture; to foster
7,哼,hēng,2732,"e, v",to groan | to snort | to hum
7,唉,āi,2512,e,"interjection or grunt of agreement or recognition (e.g. yes, it's me!) | to sigh"
7,唠叨,láo dao,10247,"v, vn",to prattle | to chatter away | to nag
7,唤起,huàn qǐ,15352,v,"to waken (to action) | to rouse (the masses) | to evoke (attention, recollection etc)"
7,售价,shòu jià,18675,n,selling price
7,售票,shòu piào,16573,"v, vn",to sell tickets
7,唯,wéi,1556,d,"only | alone | -ism (in Chinese, a prefix, often combined with a suffix such as 主义 or 论, e.g. 唯理论, rationalism)"
7,唯独,wéi dú,17552,d,only | just (i.e. it is only that...) | all except
7,唾液,tuò yè,17628,n,saliva
7,啃,kěn,7933,v,to gnaw | to nibble | to bite
7,商讨,shāng tǎo,12695,v,to discuss | to deliberate
7,商贩,shāng fàn,26598,n,trader | peddler
7,商贾,shāng gǔ,31449,,merchant
7,啦啦队,lā lā duì,3808,n,cheerleading squad
7,喂养,wèi yǎng,13029,"v, vn","to feed (a child, domestic animal etc) | to keep | to raise (an animal)"
7,善,shàn,3510,"g, v",good (virtuous) | benevolent | well-disposed
7,善意,shàn yì,10577,n,goodwill | benevolence | kindness
7,喇叭,lǎ ba,9211,n,horn (automobile etc) | loudspeaker | brass wind instrument
7,喉咙,hóu lóng,5935,n,the throat
7,喘,chuǎn,6446,v,to gasp | to pant | asthma
7,喘息,chuǎn xī,16397,"v, vn",to gasp for breath | to take a breather
7,喜事,xǐ shì,22506,n,happy occasion | wedding
7,喜出望外,xǐ chū wàng wài,29648,v,to be pleased beyond one's expectations (idiom) | overjoyed at the turn of events
7,喜好,xǐ hào,11945,"vn, v, an",to like | fond of | to prefer
7,喜庆,xǐ qìng,18509,"v, vn",jubilation | festive
7,喜怒哀乐,xǐ nù āi lè,26105,l,"four types of human emotions, namely: happiness 欢喜, anger 愤怒, sorrow 哀 and joy 快乐"
7,喜悦,xǐ yuè,7848,"an, a",happy | joyous
7,喜洋洋,xǐ yáng yáng,36979,,radiant with joy
7,喜糖,xǐ táng,30010,,sweet given on a happy occasion (esp. wedding)
7,喜酒,xǐ jiǔ,42048,n,wedding feast | liquor drunk at a wedding feast
7,喝彩,hè cǎi,11597,"v, vn",to acclaim | to cheer
7,喧哗,xuān huá,24091,v,hubbub | clamor | to make a racket
7,喧闹,xuān nào,19046,"v, vn",to make a noise | noisy
7,喷泉,pēn quán,13972,n,fountain
7,嗅觉,xiù jué,15998,n,sense of smell
7,嗓子,sǎng zi,8030,n,throat | voice
7,嗜好,shì hào,15322,n,hobby | indulgence | habit
7,嘉年华,jiā nián huá,12476,n,carnival (loanword)
7,嘱咐,zhǔ fù,17575,"v, vn",to tell | to exhort | injunction
7,嘲弄,cháo nòng,22630,"v, vn",to tease | to poke fun at | to make fun of
7,嘲笑,cháo xiào,6097,"v, vn",to jeer at | to deride | to ridicule
7,嘴唇,zuǐ chún,5750,n,lip
7,嘿,hēi,2729,e,hey
7,器材,qì cái,9537,n,equipment | material
7,器械,qì xiè,10160,n,apparatus | instrument | equipment
7,噪声,zào shēng,13457,n,noise
7,噪音,zào yīn,7079,n,rumble | noise | static (in a signal)
7,嚷,rǎng,13472,v,to shout | to bellow | to make a big deal of sth
7,嚼,jiáo,8347,v,to chew | also pr. [jué]
7,囚犯,qiú fàn,8699,n,prisoner; convict
7,四合院,sì hé yuàn,48844,n,courtyard house with a fully enclosed courtyard (type of Chinese residence)
7,四季,sì jì,12112,n,"four seasons, namely: spring 春, summer 夏, autumn 秋 and winter 冬"
7,四面八方,sì miàn bā fāng,19629,l,in all directions | all around | far and near
7,回升,huí shēng,17568,"v, vn",to rise again after a fall | to pick up | rally (stock market etc)
7,回味,huí wèi,14491,"v, vn",to call to mind and ponder over | aftertaste
7,回归,huí guī,3970,"v, vn",to return to | to retreat | regression (statistics)
7,回忆录,huí yì lù,19388,n,memoir
7,回想,huí xiǎng,6783,"v, vn",to recall | to recollect | to think back
7,回扣,huí kòu,16947,n,brokerage | a commission paid to a middleman | euphemism for a bribe
7,回落,huí luò,32453,v,"to fall back | to return to low level after a rise (in water level, price etc)"
7,回馈,huí kuì,10605,,to repay a favor | to give back | feedback
7,回首,huí shǒu,13271,v,to turn around; to look back | (fig.) to recall the past
7,因人而异,yīn rén ér yì,32691,v,varying from person to person (idiom); different for each individual
7,团伙,tuán huǒ,6421,n,(criminal) gang | gang member | accomplice
7,团员,tuán yuán,18564,n,member | group member
7,团圆,tuán yuán,16364,"v, vn",to have a reunion
7,团聚,tuán jù,10265,"v, vn",to reunite | to have a reunion
7,困境,kùn jìng,5345,n,predicament; plight
7,困惑,kùn huò,6007,"a, an",bewildered | perplexed | confused
7,围墙,wéi qiáng,12193,n,perimeter wall | fence
7,固执,gù zhí,8209,"a, an, v",obstinate | stubborn | to fixate on
7,固然,gù rán,15998,c,admittedly (it's true that...)
7,国土,guó tǔ,5700,n,country's territory | national land
7,国学,guó xué,46996,n,Chinese national culture | studies of ancient Chinese civilization | the Imperial College (history)
7,国宝,guó bǎo,22205,n,national treasure
7,国徽,Guó huī,39944,,the national emblem of the PRC (a red circle containing the five stars of the PRC flag over Tiananmen 天安门)
7,国情,guó qíng,23878,n,the characteristics and circumstances particular to a country | current state of a country
7,国有,guó yǒu,15059,vn,nationalized | public | government owned
7,国画,guó huà,23390,,traditional Chinese painting
7,国防,guó fáng,7990,n,national defense
7,图像,tú xiàng,4824,n,image; picture; graphic
7,图形,tú xíng,15043,n,picture | figure | diagram
7,图纸,tú zhǐ,12662,n,blueprint | drawing | design plans
7,图表,tú biǎo,12345,n,chart | diagram
7,圆形,yuán xíng,10908,n,round | circular
7,圈套,quān tào,13626,n,trap; snare; trick
7,圈子,quān zi,7760,n,circle | ring | (social) circle
7,土匪,tǔ fěi,15222,n,bandit
7,土壤,tǔ rǎng,9058,n,soil
7,土生土长,tǔ shēng tǔ zhǎng,23491,v,locally born and bred | indigenous | home-grown
7,圣贤,shèng xián,28718,n,a sage | wise and holy man | virtuous ruler
7,在意,zài yì,4370,v,to care about | to mind
7,在线,zài xiàn,8993,"vn, b",online
7,在职,zài zhí,16273,"vn, v",to be employed | to be in post | on-the-job
7,地下水,dì xià shuǐ,18186,n,groundwater
7,地域,dì yù,10905,n,area | district | region
7,地步,dì bù,6037,n,stage | degree (to which a situation has evolved) | situation
7,地段,dì duàn,13708,n,section | district
7,地毯,dì tǎn,6563,n,carpet | rug
7,地狱,dì yù,5402,n,hell | infernal | underworld
7,地理,dì lǐ,6677,n,geography
7,地质,dì zhì,11668,n,geology
7,地道,dì dào,5958,"a, n",tunnel | causeway
7,均匀,jūn yún,11945,"a, ad",even | well-distributed | homogeneous
7,均衡,jūn héng,13122,"a, an, ad",equal | balanced | harmony
7,坏事,huài shì,5994,n,bad thing; misdeed | to ruin things
7,坐落,zuò luò,17181,v,to be situated | to be located (of a building)
7,坑,kēng,3953,"n, v",pit; depression; hollow | tunnel; hole in the ground | (archaic) to bury alive
7,坚信,jiān xìn,6704,"v, vn",to believe firmly | without any doubt
7,坚守,jiān shǒu,9224,v,to hold fast to | to stick to
7,坚实,jiān shí,12299,a,firm and substantial | solid
7,坚持不懈,jiān chí bù xiè,16488,v,to persevere unremittingly (idiom); to keep going until the end
7,坚硬,jiān yìng,13790,a,hard | solid
7,坚韧,jiān rèn,17246,"a, an, ad",tough and durable | tenacious
7,坛,tán,16984,"g, q",platform | rostrum | altar
7,坝,bà,18700,n,dam | dike; embankment
7,坟,fén,12094,n,grave | tomb | embankment
7,坟墓,fén mù,10256,n,grave | tomb
7,坠,zhuì,8652,v,to fall | to drop | to weigh down
7,坦克,tǎn kè,6208,n,tank (military vehicle) (loanword)
7,坦然,tǎn rán,12753,"ad, a",calm | undisturbed
7,坦率,tǎn shuài,11926,"a, ad",frank (discussion) | blunt | open
7,坦白,tǎn bái,7310,"v, a",honest | forthcoming | to confess
7,坦诚,tǎn chéng,9965,"a, ad",candid | frank | plain dealing
7,垂,chuí,7815,v,to hang (down) | droop | dangle
7,垂头丧气,chuí tóu sàng qì,34963,,hanging one's head dispiritedly (idiom); dejected | crestfallen
7,垄断,lǒng duàn,11039,"v, vn",to monopolize
7,垫,diàn,5968,v,pad | cushion | mat
7,垫子,diàn zi,20740,n,cushion; mat; pad
7,垫底,diàn dǐ,14034,"v, vn",to put sth on the bottom | to eat sth to tide oneself over until mealtime | to lay the foundation
7,垮,kuǎ,7583,"v, g",to collapse (lit. or fig.)
7,埋伏,mái fú,11612,"v, vn",to ambush | to lie in wait for | to lie low
7,埋怨,mán yuàn,10938,"v, vn",to complain | to grumble (about) | to reproach
7,埋没,mái mò,25479,v,to engulf | to bury | to overlook
7,埋藏,mái cáng,14710,v,to bury | to hide by burying | hidden
7,城墙,chéng qiáng,11366,n,city wall
7,基于,jī yú,3684,"p, v",because of | on the basis of | in view of
7,基准,jī zhǔn,18513,n,(surveying) datum | standard; criterion; benchmark
7,基因,jī yīn,2983,n,gene (loanword)
7,基层,jī céng,15719,n,basic level | grassroots unit | basement layer
7,基本功,jī běn gōng,23233,n,basic skills | fundamentals
7,堂,táng,3587,"q, g",(main) hall | large room for a specific purpose | relationship between cousins etc on the paternal side of a family
7,堆砌,duī qì,36363,v,lit. to pile up (bricks) | to pack | fig. to pad out (writing with fancy phrases)
7,堕落,duò luò,8016,"v, vn",to degrade | to degenerate | to become depraved
7,堡垒,bǎo lěi,12525,n,fort
7,堤,dī,9859,n,dike | Taiwan pr. [tí]
7,堤坝,dī bà,34295,n,dam | dike
7,堪称,kān chēng,13001,v,can be rated as | can be said to be
7,堵塞,dǔ sè,9777,"v, vn",to clog up | blockage
7,塌,tā,8276,v,to collapse | to droop | to settle down
7,塑造,sù zào,7539,"v, vn","to model | to mold | (fig.) to create (a character, a market, an image etc)"
7,填充,tián chōng,16183,"v, vn",to fill up; to stuff | to fill in a blank space
7,填写,tián xiě,10133,v,to fill in a form | to write data in a box (on a questionnaire or web form)
7,填补,tián bǔ,9801,"v, vn",to fill a gap | to fill in a blank (on a form) | to overcome a deficiency
7,境内,jìng nèi,8802,s,"within the borders | internal (to a country, province, city etc) | domestic"
7,境地,jìng dì,9085,n,circumstances
7,境外,jìng wài,24563,s,outside (a country's) borders
7,境界,jìng jiè,8138,n,boundary | state | realm
7,境遇,jìng yù,20467,n,circumstance
7,墓地,mù dì,10470,n,cemetery | graveyard
7,墓碑,mù bēi,17027,n,gravestone | tombstone
7,增收,zēng shōu,34528,v,"to increase revenue | to increase income by (x amount) | to levy (a surcharge, tax increase etc)"
7,增添,zēng tiān,11519,v,to add | to increase
7,墨,Mò,7266,"n, b","surname Mo | abbr. for 哥, Mexico"
7,壁画,bì huà,16718,n,mural (painting) | fresco
7,士气,shì qì,10738,n,morale
7,壮,Zhuàng,6069,"v, a, b","Zhuang ethnic group of Guangxi, the PRC's second most numerous ethnic group"
7,壮丽,zhuàng lì,23422,"a, an",magnificence | magnificent | majestic
7,壮大,zhuàng dà,11982,"v, vn",to expand | to strengthen
7,壮实,zhuàng shi,40182,a,robust | sturdy
7,壮胆,zhuàng dǎn,35084,v,to get one’s courage up | to embolden
7,声望,shēng wàng,13373,n,popularity | prestige
7,声称,shēng chēng,5017,v,to claim | to state | to proclaim
7,声誉,shēng yù,9988,n,reputation | fame
7,壳,qiào,5895,"g, n",shell | carapace | crust (earth's crust etc)
7,处境,chǔ jìng,6773,n,situation (of a person)
7,处方,chǔ fāng,7368,"n, v",medical prescription | to write out a prescription | (fig.) recommendation
7,处置,chǔ zhì,5848,"v, vn",to handle | to take care of | to punish
7,备受,bèi shòu,8775,v,to fully experience (good or bad)
7,备用,bèi yòng,7153,"vn, v",reserve | spare | alternate
7,备课,bèi kè,33147,v,(of a teacher) to prepare lessons
7,复兴,Fù xīng,13050,"vn, v","Fuxing district of Handan city 邯郸市, Hebei | Fuxing or Fuhsing township in Taoyuan county 桃园县, north Taiwan"
7,复原,fù yuán,12604,"v, vn",to restore (sth) to (its) former condition | to recover from illness | recovery
7,复发,fù fā,9826,v,to recur (of a disease) | to reappear | to relapse (into a former bad state)
7,复合,fù hé,7196,"v, vn",(of people who were estranged) to be reconciled | (of a couple) to get back together
7,复查,fù chá,13076,"v, vn",to check again; to re-examine
7,复活,fù huó,7585,"v, vn",to revive | (lit. and fig.) to come back to life | (religion) resurrection
7,夏令营,xià lìng yíng,13625,n,summer camp
7,外企,wài qǐ,15812,,"foreign enterprise | company established in mainland China with direct investment from foreign entities or from investors in Taiwan, Macao or Hong Kong | abbr. for 外资企业"
7,外公,wài gōng,10197,n,(coll.) mother's father | maternal grandfather
7,外号,wài hào,13355,n,nickname
7,外婆,wài pó,5967,n,(coll.) mother's mother | maternal grandmother
7,外形,wài xíng,8907,n,figure | shape | external form
7,外援,wài yuán,18275,n,foreign aid | external aid | (sports) foreign player
7,外星人,wài xīng rén,8135,n,space alien; extraterrestrial
7,外籍,wài jí,23378,n,foreign (i.e. of foreign nationality)
7,外行,wài háng,18243,"n, a",layman | amateur
7,外表,wài biǎo,5139,n,external | outside | outward appearance
7,外貌,wài mào,13933,n,profile | appearance
7,外贸,wài mào,25516,n,foreign trade
7,多亏,duō kuī,12071,v,thanks to | luckily
7,多余,duō yú,5739,a,superfluous | unnecessary | surplus
7,多元,duō yuán,49030,b,poly- | multi- | multielement
7,多功能,duō gōng néng,25765,b,multifunctional | multifunction
7,多劳多得,duō láo duō dé,49146,v,work more and get more
7,多年来,duō nián lái,5576,,for the past many years
7,多心,duō xīn,34807,a,oversensitive | suspicious
7,多边,duō biān,38438,b,multilateral
