simplified,vietnamese,pinyin,english,hsk_level
调料,,tiáo liào,condiment; seasoning; flavoring,7
调试,,tiáo shì,to debug; to adjust components during testing; debugging,7
掉队,,diào duì,to fall behind; to drop out,7
掉头,,diào tóu,to turn one's head; to turn round; to turn about,7
爹,,diē,dad,7
迭起,,dié qǐ,continuously arising; to arise repeatedly,7
叠,,dié,variant of 叠,7
丁,,Dīng,surname Ding,7
叮嘱,,dīng zhǔ,to warn repeatedly; to urge; to exhort again and again,7
盯,,dīng,to watch attentively; to fix one's attention on; to stare at; to gaze at,7
钉,,dīng,nail; to follow closely; to keep at sb (to do sth); variant of 盯,7
钉子,,dīng zi,nail; snag; saboteur,7
顶多,,dǐng duō,at most; at best,7
顶级,,dǐng jí,top-notch; first-rate,7
顶尖,,dǐng jiān,peak; apex; world best; number one; finest (competitors); top (figures in a certain field),7
订单,,dìng dān,(purchase) order,7
订购,,dìng gòu,to place an order; to subscribe,7
订婚,,dìng hūn,to get engaged,7
订立,,dìng lì,"to conclude (treaty, contract, agreement etc); to set up (a rule etc)",7
定金,,dìng jīn,down payment; advance payment,7
定居,,dìng jū,"to settle (in some city, country etc); to take up residence",7
定论,,dìng lùn,final conclusion; accepted argument,7
定为,,dìng wèi,set to,7
定向,,dìng xiàng,to orientate; directional; directed; orienteering,7
定心丸,,dìng xīn wán,tranquilizer; sth that sets one's mind at ease,7
定义,,dìng yì,definition; to define,7
定做,,dìng zuò,to have something made to order,7
丢掉,,diū diào,to lose; to throw away; to discard; to cast away,7
丢脸,,diū liǎn,to lose face; humiliation,7
丢弃,,diū qì,to discard; to abandon,7
丢人,,diū rén,to lose face,7
丢失,,diū shī,to lose; to misplace,7
东奔西走,,dōng bēn xī zǒu,to run this way and that (idiom); to rush about busily; to bustle about; to hopscotch; also 东跑西颠,7
东道主,,dōng dào zhǔ,host; official host (e.g. venue for games or a conference),7
东张西望,,dōng zhāng xī wàng,to look in all directions (idiom); to glance around,7
董事,,dǒng shì,board member,7
董事会,,dǒng shì huì,board of directors,7
董事长,,dǒng shì zhǎng,chairman of the board of directors,7
懂事,,dǒng shì,to grow beyond the naivete of childhood; to be aware of what is going on in the world; (esp. of a child) sensible; thoughtful; intelligent,7
动不动,,dòng bu dòng,"(typically followed by 就) apt to (lose one's temper, catch a cold etc); at the drop of a hat",7
动弹,,dòng tan,to budge,7
动荡,,dòng dàng,variant of 动荡,7
动感,,dòng gǎn,sense of movement (often in a static work of art); dynamic; vivid; lifelike,7
动工,,dòng gōng,to start (a building project),7
动静,,dòng jìng,(detectable) movement; (sign of) activity; movement and stillness,7
动脉,,dòng mài,artery,7
动身,,dòng shēn,to go on a journey; to leave,7
动听,,dòng tīng,pleasant to listen to,7
动向,,dòng xiàng,trend; tendency,7
动用,,dòng yòng,to utilize; to put sth to use,7
冻结,,dòng jié,"to freeze (water etc); (fig.) to freeze (assets, prices etc)",7
栋,,dòng,classifier for houses or buildings; ridgepole (old),7
栋梁,,dòng liáng,ridgepole; ridgepole and beams; person able to bear heavy responsibility; mainstay (of organization); pillar (of state),7
都会,,dū huì,city; metropolis,7
兜,,dōu,pocket; bag; to wrap up or hold in a bag; to move in a circle; to canvas or solicit; to take responsibility for; to disclose in detail; combat armor (old),7
兜儿,,dōu r,erhua variant of 兜,7
兜售,,dōu shòu,to hawk; to peddle,7
抖,,dǒu,to tremble; to shake out; to reveal; to make it in the world,7
陡,,dǒu,steep; precipitous; abrubtly; suddenly; unexpectedly,7
斗,,Dǒu,abbr. for the Big Dipper constellation 星,7
斗志,,dòu zhì,will to fight; fighting spirit,7
豆浆,,dòu jiāng,soy milk,7
豆子,,dòu zi,bean; pea,7
逗,,dòu,to tease (playfully); to entice; (coll.) to joke; (coll.) funny; amusing; to stay; to sojourn; brief pause at the end of a phrase (variant of 读),7
督促,,dū cù,to supervise and urge completion of a task; to urge on,7
独,,dú,alone; independent; single; sole; only,7
独唱,,dú chàng,(in singing) solo; to solo,7
独家,,dú jiā,exclusive,7
独立自主,,dú lì zì zhǔ,independent and autonomous (idiom); self-determination; to act independently; to maintain control over one's own affairs,7
独身,,dú shēn,unmarried; single,7
独一无二,,dú yī wú èr,unique and unmatched (idiom); unrivalled; nothing compares with it,7
堵塞,,dǔ sè,to clog up; blockage,7
妒忌,,dù jì,to be jealous of (sb's achievements etc); to be envious; envy,7
杜绝,,dù jué,to put an end to,7
度假,,dù jià,to go on holidays; to spend one's vacation,7
渡过,,dù guò,to cross over; to pass through,7
端正,,duān zhèng,upright; regular; proper; correct,7
短缺,,duǎn quē,shortage,7
短暂,,duǎn zàn,of short duration; brief; momentary,7
段落,,duàn luò,phase; time interval; paragraph; (written) passage,7
断定,,duàn dìng,to conclude; to determine; to come to a judgment,7
断断续续,,duàn duàn xù xù,intermittent; off and on; discontinuous; stop-go; stammering; disjointed; inarticulate,7
断裂,,duàn liè,fracture; rupture; to break apart,7
堆砌,,duī qì,lit. to pile up (bricks); to pack; fig. to pad out (writing with fancy phrases); ornate rhetoric,7
队形,,duì xíng,formation,7
对白,,duì bái,dialogue (in a movie or a play),7
对策,,duì cè,countermeasure for dealing with a situation,7
对称,,duì chèn,symmetry; symmetrical,7
对得起,,duì de qǐ,not to let sb down; to treat sb fairly; be worthy of,7
对联,,duì lián,rhyming couplet; pair of lines of verse written vertically down the sides of a doorway,7
对弈,,duì yì,"to play go, chess etc",7
对照,,duì zhào,to contrast; to compare; to place side by side for comparison (as parallel texts); to check,7
对峙,,duì zhì,to stand opposite; to confront; confrontation,7
对准,,duì zhǔn,to aim at; to target; to point at; to be directed at; registration; alignment (mechanical engineering),7
兑换,,duì huàn,to convert; to exchange,7
兑现,,duì xiàn,(of a check etc) to cash; to honor a commitment,7
敦促,,dūn cù,to press; to urge; to hasten,7
敦厚,,dūn hòu,genuine; honest and sincere,7
炖,,dùn,to stew,7
顿时,,dùn shí,immediately; suddenly,7
多边,,duō biān,multilateral,7
多功能,,duō gōng néng,multifunctional; multifunction,7
多亏,,duō kuī,thanks to; luckily,7
多劳多得,,duō láo duō dé,work more and get more,7
多年来,,duō nián lái,for the past many years,7
多心,,duō xīn,oversensitive; suspicious,7
多余,,duō yú,superfluous; unnecessary; surplus,7
多元,,duō yuán,poly-; multi-; multielement; multivariant; multivariate (math.),7
哆嗦,,duō suo,to tremble; to shiver; uncontrolled shaking of the body,7
夺冠,,duó guàn,to seize the crown; fig. to win a championship; to win gold medal,7
夺魁,,duó kuí,to seize; to win,7
躲避,,duǒ bì,to hide; to evade; to dodge; to take shelter; to avoid (difficulties),7
躲藏,,duǒ cáng,to conceal oneself; to go into hiding; to take cover,7
堕落,,duò luò,to degrade; to degenerate; to become depraved; corrupt; a fall from grace,7
舵手,,duò shǒu,helmsman,7
讹诈,,é zhà,to extort under false pretenses; to blackmail; to bluff; to defraud,7
俄语,,É yǔ,Russian (language),7
鹅,,é,variant of 鹅,7
额外,,é wài,extra; added; additional,7
厄运,,è yùn,bad luck; misfortune; adversity,7
恶,,ě,used in 恶心,7
恶化,,è huà,to worsen,7
恶劣,,è liè,vile; nasty; of very poor quality,7
恶性,,è xìng,malignant; wicked; vicious (circle); producing evil; rapid (decline); runaway (inflation),7
恶意,,è yì,malice; evil intention,7
掠夺,,lu:è duó,to plunder; to rob,7
略,,lu:è,brief; sketchy; outline; summary; to omit; (bound form before a single-character verb) a bit; somewhat; slightly; plan; strategy; to capture (territory),7
略微,,lu:è wēi,a little bit; slightly,7
遏制,,è zhì,to check; to contain; to hold back; to keep within limits; to constrain; to restrain,7
鳄鱼,,è yú,alligator; crocodile,7
恩赐,,ēn cì,favor; to give charity to sb out of pity,7
恩惠,,ēn huì,favor; grace,7
恩情,,ēn qíng,kindness; affection; grace; favor,7
恩怨,,ēn yuàn,gratitude and grudges; resentment; grudges; grievances,7
而已,,ér yǐ,that's all; nothing more,7
耳光,,ěr guāng,a slap on the face,7
耳目一新,,ěr mù yī xīn,a pleasant change; a breath of fresh air; refreshing,7
耳熟能详,,ěr shú néng xiáng,what's frequently heard can be repeated in detail (idiom),7
耳闻目睹,,ěr wén mù dǔ,to witness personally,7
二手车,,èr shǒu chē,second-hand car,7
二氧化碳,,èr yǎng huà tàn,carbon dioxide CO2,7
发布会,,fā bù huì,news conference; briefing,7
发财,,fā cái,to get rich,7
发愁,,fā chóu,to worry; to fret; to be anxious; to become sad,7
发电机,,fā diàn jī,electricity generator; dynamo,7
发抖,,fā dǒu,to tremble; to shake; to shiver,7
发愤图强,,fā fèn tú qiáng,to be strongly determined to succeed (idiom),7
发光,,fā guāng,to emit light; to shine; to glow; to glisten; to be luminous,7
发火,,fā huǒ,to catch fire; to ignite; to detonate; to get angry,7
发酵,,fā jiào,"to ferment; (fig.) (of trends, emotions or repercussions etc) to bubble away; to simmer; to develop",7
发掘,,fā jué,to excavate; to explore; (fig.) to unearth; to tap into,7
发愣,,fā lèng,to stare blankly; to be in a daze,7
发脾气,,fā pí qì,to get angry,7
发起人,,fā qǐ rén,proposer; initiator; founding member,7
发热,,fā rè,to have a high temperature; feverish; unable to think calmly; to emit heat,7
发誓,,fā shì,to vow; to pledge; to swear,7
发泄,,fā xiè,to give vent to (one's feelings),7
发型,,fà xíng,hairstyle; coiffure; hairdo,7
发扬,,fā yáng,to develop; to make full use of,7
发扬光大,,fā yáng guāng dà,to develop and promote; to carry forward; to bring to great height of development,7
发育,,fā yù,to develop; to mature; growth; development; (sexually) mature,7
发源地,,fā yuán dì,place of origin; birthplace; source,7
发作,,fā zuò,to flare up; to break out,7
阀门,,fá mén,valve (mechanical),7
帆,,fān,variant of 帆,7
帆船,,fān chuán,sailboat,7
翻番,,fān fān,to double; to increase by a certain number of times,7
翻来覆去,,fān lái fù qù,to toss and turn (sleeplessly); again and again,7
翻天覆地,,fān tiān fù dì,sky and the earth turning upside down (idiom); fig. complete confusion; everything turned on its head,7
凡,,fán,ordinary; commonplace; mundane; temporal; of the material world (as opposed to supernatural or immortal levels); every; all; whatever; altogether; gist; outline; note of Chinese musical scale,7
烦闷,,fán mèn,moody; gloomy,7
烦恼,,fán nǎo,to be worried; to be distressed; worries,7
烦躁,,fán zào,jittery; twitchy; fidgety,7
繁华,,fán huá,flourishing; bustling,7
繁忙,,fán máng,busy; bustling,7
繁体字,,fán tǐ zì,traditional Chinese character,7
繁重,,fán zhòng,heavy; burdensome; heavy-duty; arduous; onerous,7
反驳,,fǎn bó,to retort; to refute,7
反差,,fǎn chā,contrast; discrepancy,7
反常,,fǎn cháng,unusual; abnormal,7
反弹,,fǎn tán,to bounce; to bounce back; to boomerang; to ricochet; rebound (of stock market etc); bounce; backlash; negative repercussions,7
反倒,,fǎn dào,but on the contrary; but expectedly,7
反感,,fǎn gǎn,to be disgusted with; to dislike; bad reaction; antipathy,7
反过来,,fǎn guo lái,conversely; in reverse order; in an opposite direction,7
反击,,fǎn jī,to strike back; to beat back; to counterattack,7
反馈,,fǎn kuì,to send back information; feedback,7
反面,,fǎn miàn,reverse side; backside; the other side (of a problem etc); negative; bad,7
反省,,fǎn xǐng,to reflect upon oneself; to examine one's conscience; to question oneself; to search one's soul,7
反思,,fǎn sī,to think back over sth; to review; to revisit; to rethink; reflection; reassessment,7
返还,,fǎn huán,restitution; return of something to its original owner; remittance,7
犯愁,,fàn chóu,to worry; to be anxious,7
泛滥,,fàn làn,to be in flood; to overflow (the banks); to inundate; to spread unchecked,7
饭碗,,fàn wǎn,rice bowl; fig. livelihood; job; way of making a living,7
范畴,,fàn chóu,category,7
贩卖,,fàn mài,to sell; to peddle; to traffic,7
方方面面,,fāng fāng miàn miàn,all sides; all aspects; multifaceted,7
方向盘,,fāng xiàng pán,steering wheel,7
方言,,Fāng yán,"the first Chinese dialect dictionary, edited by Yang Xiong 扬雄 in 1st century, containing over 9000 characters",7
防盗,,fáng dào,to guard against theft; anti-theft,7
防盗门,,fáng dào mén,security door,7
防护,,fáng hù,to defend; to protect,7
防火墙,,fáng huǒ qiáng,firewall,7
防卫,,fáng wèi,to defend; defensive; defense,7
防汛,,fáng xùn,flood control; anti-flood (precautions),7
防疫,,fáng yì,to prevent epidemics,7
防御,,fáng yù,defense; to defend,7
妨碍,,fáng ài,to hinder; to obstruct,7
妨害,,fáng hài,to jeopardize; to be harmful to; to undermine,7
房地产,,fáng dì chǎn,real estate,7
仿,,fǎng,to imitate; to copy,7
仿制,,fǎng zhì,to copy; to imitate; to make by imitating a model,7
访谈,,fǎng tán,to visit and discuss; to interview,7
纺织,,fǎng zhī,spinning and weaving,7
放过,,fàng guò,to let off; to let slip by; to let sb get away with sth,7
放水,,fàng shuǐ,to turn on the water; to let water out; (sports) to throw a game,7
放肆,,fàng sì,wanton; unbridled; presumptuous; impudent,7
放映,,fàng yìng,to show (a movie); to screen,7
放置,,fàng zhì,to put,7
放纵,,fàng zòng,to indulge; to pamper; to connive at; permissive; indulgent; self-indulgent; unrestrained; undisciplined; uncultured; boorish,7
飞速,,fēi sù,swift; rapidly,7
飞往,,fēi wǎng,Go to,7
飞翔,,fēi xiáng,to circle in the air; to soar,7
飞跃,,fēi yuè,to leap,7
非得,,fēi děi,"(followed by a verb phrase, then – optionally – 不可, or 不行 etc) must",7
非法,,fēi fǎ,illegal,7
非凡,,fēi fán,"out of the ordinary; unusually (good, talented etc)",7
非金属,,fēi jīn shǔ,nonmetal (chemistry),7
绯闻,,fēi wén,sex scandal,7
肥料,,féi liào,fertilizer; manure,7
肥胖,,féi pàng,fat; obese,7
肥沃,,féi wò,fertile,7
肥皂,,féi zào,soap,7
诽谤,,fěi bàng,to slander; to libel,7
废,,fèi,to abolish; to abandon; to abrogate; to discard; to depose; to oust; crippled; abandoned; waste,7
废除,,fèi chú,to abolish; to abrogate; to repeal,7
废话,,fèi huà,nonsense; rubbish; superfluous words; You don't say!; No kidding! (gently sarcastic),7
废品,,fèi pǐn,production rejects; seconds; scrap; discarded material,7
废寝忘食,,fèi qǐn wàng shí,to neglect sleep and forget about food (idiom); to skip one's sleep and meals; to be completely wrapped up in one's work,7
废物,,fèi wù,rubbish; waste material; useless person,7
废墟,,fèi xū,ruins,7
沸沸扬扬,,fèi fèi yáng yáng,bubbling and gurgling; hubbubing; abuzz,7
沸腾,,fèi téng,(of a liquid) to boil; (of sentiments etc) to boil over; to flare up; to be impassioned,7
费劲,,fèi jìn,to require effort; strenuous,7
分辨,,fēn biàn,to distinguish; to differentiate; to resolve,7
分寸,,fēn cun,propriety; appropriate behavior; proper speech or action; within the norms,7
分担,,fēn dān,"to share (a burden, a cost, a responsibility)",7
分割,,fēn gē,to cut up; to break up,7
分红,,fēn hóng,dividend; to award a bonus,7
分化,,fēn huà,to split apart; differentiation,7
分量,,fēn liàng,(vector) component,7
分泌,,fēn mì,to secrete; secretion,7
分明,,fēn míng,clear; distinct; evidently; clearly,7
分歧,,fēn qí,"divergent; difference (of opinion, position); disagreement; (math.) bifurcation",7
分外,,fèn wài,exceptionally; not one's responsibility or job,7
分赃,,fēn zāng,to share the booty; to divide ill-gotten gains,7
分支,,fēn zhī,"branch (of company, river etc); to branch; to diverge; to ramify; to subdivide",7
吩咐,,fēn fù,to tell; to instruct; to command,7
芬芳,,fēn fāng,perfume; fragrant,7
氛围,,fēn wéi,ambience; atmosphere,7
坟,,fén,grave; tomb; embankment; mound; ancient book,7
坟墓,,fén mù,grave; tomb,7
焚烧,,fén shāo,to burn; to set on fire,7
粉,,fěn,powder; cosmetic face powder; food prepared from starch; noodles or pasta made from any kind of flour; to turn to powder; (dialect) to whitewash; white; pink; (suffix) fan (abbr. for 粉丝); to be a fan of,7
粉丝,,fěn sī,bean vermicelli; mung bean starch noodles; Chinese vermicelli; cellophane noodles; fan (loanword); enthusiast for sb or sth,7
粉碎,,fěn suì,to crush; to smash; to shatter,7
份额,,fèn é,share; portion,7
奋力,,fèn lì,to do everything one can; to spare no effort; to strive,7
奋勇,,fèn yǒng,dauntless; to summon up courage and determination; using extreme force of will,7
粪,,fèn,manure; dung,7
粪便,,fèn biàn,excrement; feces; night soil,7
丰富多彩,,fēng fù duō cǎi,richly colorful,7
丰厚,,fēng hòu,generous; ample,7
丰满,,Fēng mǎn,"Fengman district of Jilin city 吉林市, Jilin province",7
丰盛,,fēng shèng,rich; sumptuous,7
丰硕,,fēng shuò,plentiful; substantial; rich (in resources etc),7
风波,,fēng bō,disturbance; crisis; disputes; restlessness,7
风采,,fēng cǎi,svelte; elegant manner; graceful bearing,7
风餐露宿,,fēng cān lù sù,lit. to eat in the open air and sleep outdoors (idiom); fig. to rough it,7
风范,,fēng fàn,air; manner; model; paragon; demeanor,7
风风雨雨,,fēng fēng yǔ yǔ,trials and tribulations; ups and downs,7
风和日丽,,fēng hé rì lì,"moderate wind, beautiful sun (idiom); fine sunny weather, esp. in springtime",7
风浪,,fēng làng,wind and waves; rough waters; (fig.) hardship,7
风力,,fēng lì,wind force; wind power,7
风流,,fēng liú,distinguished and accomplished; outstanding; talented in letters and unconventional in lifestyle; romantic; dissolute; loose,7
风貌,,fēng mào,style; manner; ethos,7
风气,,fēng qì,general mood; atmosphere; common practice,7
风情,,fēng qíng,"mien; bearing; grace; amorous feelings; flirtatious expressions; local conditions and customs; wind force, direction etc",7
风趣,,fēng qù,charm; humor; wit; humorous; witty,7
风沙,,fēng shā,sand blown by wind; sandstorm,7
风尚,,fēng shàng,current custom; current way of doing things,7
风水,,fēng shuǐ,feng shui; geomancy,7
风味,,fēng wèi,distinctive flavor; distinctive style,7
风雨,,fēng yǔ,wind and rain; the elements; (fig.) trials and hardships,7
风云,,fēng yún,weather; unstable situation,7
风筝,,fēng zhēng,kite,7
封顶,,fēng dǐng,"to put a roof (on a building); to cap the roof (finishing a building project); fig. to put a ceiling (on spending, prize, ambition etc); to top off; fig. to reach the highest point (of growth, profit, interest rates); to stop growing (of plant bud or branch)",7
封建,,fēng jiàn,system of enfeoffment; feudalism; feudal; feudalistic,7
封面,,fēng miàn,cover (of a publication),7
封锁,,fēng suǒ,to blockade; to seal off; to lock down,7
疯子,,fēng zi,madman; lunatic,7
峰回路转,,fēng huí lù zhuǎn,the mountain road twists around each new peak (idiom); (of a mountain road) twisting and turning; fig. an opportunity has come unexpectedly; things have taken a new turn,7
蜂蜜,,fēng mì,honey,7
逢,,féng,to meet by chance; to come across; (of a calendar event) to come along; (of an event) to fall on (a particular day); to fawn upon,7
讽刺,,fěng cì,to satirize; to mock; irony; satire; sarcasm,7
凤凰,,Fèng huáng,Fenghuang County in Xiangxi Tujia and Miao Autonomous Prefecture 州,7
缝,,féng,to sew; to stitch,7
缝合,,féng hé,to sew together; suture (in surgery); to sew up (a wound),7
否决,,fǒu jué,to veto; to overrule,7
孵化,,fū huà,breeding; to incubate; innovation (esp. in commerce and marketing),7
敷,,fū,"to spread; to lay out; to apply (powder, ointment etc); sufficient (to cover); enough",7
扶持,,fú chí,to help; to assist,7
服饰,,fú shì,apparel; clothing and personal adornment,7
服务器,,fú wù qì,server (computer),7
服用,,fú yòng,to take (medicine),7
俘获,,fú huò,to capture (enemy property or personnel); capture (physics: absorption of subatomic particle by an atom or nucleus),7
俘虏,,fú lǔ,captive,7
浮力,,fú lì,buoyancy,7
浮现,,fú xiàn,to appear before one's eyes; to come into view; to float into appearance; to come back (of images from the past); to emerge; it emerges; it occurs (to me that..),7
浮躁,,fú zào,fickle and impatient; restless; giddy; scatterbrained,7
福气,,fú qi,good fortune; a blessing,7
辐射,,fú shè,radiation,7
抚摸,,fǔ mō,to gently caress and stroke; to pet; to fondle,7
抚恤,,fǔ xù,(of an organization that has a duty of care) to give financial support to relatives of sb who has died or suffered serious injury,7
抚养,,fǔ yǎng,to foster; to bring up; to raise,7
抚养费,,fǔ yǎng fèi,child support payment (after a divorce),7
斧子,,fǔ zi,axe; hatchet,7
俯首,,fǔ shǒu,to bend one's head,7
辅导,,fǔ dǎo,to give guidance; to mentor; to counsel; to coach; to tutor,7
腐败,,fǔ bài,corruption; to corrupt; to rot; rotten,7
腐化,,fǔ huà,to rot; to decay; to become corrupt,7
腐烂,,fǔ làn,to rot; to putrefy; (fig.) corrupt,7
腐蚀,,fǔ shí,corrosion; to corrode (degrade chemically); to rot; corruption,7
腐朽,,fǔ xiǔ,rotten; decayed; decadent; degenerate,7
付费,,fù fèi,to pay; to cover the costs,7
付款,,fù kuǎn,to pay a sum of money; payment,7
负面,,fù miàn,negative; the negative side,7
负有,,fù yǒu,to be responsible for,7
附,,fù,variant of 附,7
附带,,fù dài,supplementary; incidentally; in parentheses; by chance; in passing; additionally; secondary; subsidiary; to attach,7
附和,,fù hè,to agree; to go along with; to echo (what sb says),7
附加,,fù jiā,additional; annex,7
附属,,fù shǔ,subsidiary; auxiliary; attached; affiliated; subordinate; subordinating,7
复查,,fù chá,to check again; to re-examine,7
复发,,fù fā,to recur (of a disease); to reappear; to relapse (into a former bad state),7
复合,,fù hé,(of people who were estranged) to be reconciled; (of a couple) to get back together,7
复活,,fù huó,to revive; (lit. and fig.) to come back to life; (religion) resurrection,7
复兴,,Fù xīng,"Fuxing district of Handan city 邯郸市, Hebei; Fuxing or Fuhsing township in Taoyuan county 桃园县, north Taiwan",7
复原,,fù yuán,to restore (sth) to (its) former condition; to recover from illness; recovery,7
赴,,fù,to go; to visit (e.g. another country); to attend (a banquet etc),7
副作用,,fù zuò yòng,side effect,7
富含,,fù hán,to contain in great quantities; rich in,7
富豪,,fù háo,rich and powerful person,7
富强,,fù qiáng,rich and powerful,7
富翁,,fù wēng,rich person; millionaire; billionaire,7
富裕,,Fù yù,"Fuyu county in Qiqihar 齐齐哈尔, Heilongjiang",7
富足,,fù zú,rich; plentiful,7
赋予,,fù yǔ,to assign; to entrust (a task); to give; to bestow,7
腹部,,fù bù,abdomen; belly; flank,7
腹泻,,fù xiè,diarrhea; to have the runs,7
覆盖,,fù gài,to cover,7
改版,,gǎi bǎn,to revise the current edition; revised edition,7
改编,,gǎi biān,to adapt; to rearrange; to revise,7
改动,,gǎi dòng,to alter; to modify; to revise,7
改革开放,,gǎi gé kāi fàng,to reform and open to the outside world; refers to Deng Xiaoping's policies from around 1980,7
改良,,gǎi liáng,to improve (sth); to reform (a system),7
改名,,gǎi míng,to change one's name,7
改日,,gǎi rì,another day; some other day,7
改为,,gǎi wéi,to change into,7
改邪归正,,gǎi xié guī zhèng,to mend one's ways (idiom); to turn over a new leaf,7
钙,,gài,calcium (chemistry),7
盖子,,gài zi,cover; lid; shell,7
概况,,gài kuàng,general situation; summary,7
概率,,gài lu:4,probability (math.),7
概论,,gài lùn,outline; introduction; survey; general discussion,7
甘心,,gān xīn,to be willing to; to resign oneself to,7
肝脏,,gān zàng,liver,7
尴尬,,gān gà,awkward; embarrassed,7
赶赴,,gǎn fù,to hurry; to rush,7
赶往,,gǎn wǎng,to hurry to (somewhere),7
敢情,,gǎn qing,actually; as it turns out; indeed; of course,7
感,,gǎn,to feel; to move; to touch; to affect; feeling; emotion; (suffix) sense of ~,7
感触,,gǎn chù,one's thoughts and feelings; emotional stirring; moved; touched,7
感恩,,gǎn ēn,to be grateful,7
感激,,gǎn jī,to be grateful; to appreciate; thankful,7
感慨,,gǎn kǎi,"to sigh with sorrow, regret etc; rueful; deeply moved",7
感染,,gǎn rǎn,to infect; infection; (fig.) to influence,7
感染力,,gǎn rǎn lì,"infectiousness (of a disease); appeal; power; impact (of an image, marketing message, performance etc)",7
感叹,,gǎn tàn,to sigh (with feeling); to lament,7
感性,,gǎn xìng,perception; perceptual; sensibility; sensitive; emotional; sentimental,7
干部,,gàn bù,cadre; official; officer; manager,7
干戈,,gān gē,weapons of war; arms,7
干旱,,gān hàn,drought; arid; dry,7
干事,,gàn shi,administrator; executive secretary,7
干燥,,gān zào,"to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid",7
刚毅,,gāng yì,resolute; steadfast; stalwart,7
杠铃,,gàng líng,barbell,7
纲领,,gāng lǐng,program (i.e. plan of action); guiding principle,7
纲要,,gāng yào,outline; essential points,7
缸,,gāng,jar; vat; classifier for loads of laundry,7
钢,,gāng,steel,7
港,,Gǎng,Hong Kong (abbr. for 港); surname Gang,7
高昂,,gāo áng,to hold (one's head) high; expensive; high (spirits etc),7
高傲,,gāo ào,arrogant; haughty; proud,7
高超,,gāo chāo,excellent; superlative,7
高低,,gāo dī,"height; altitude (aviation); pitch (music); ups and downs (success or failure); whether sth is right or wrong; comparative strength, weight, depth, stature; (spoken interjection) anyway, whatever; eventually, in the end",7
高调,,gāo diào,high-sounding speech; bombast; high-profile,7
高额,,gāo é,high quota; large amount,7
高尔夫球,,gāo ěr fū qiú,golf; golf ball,7
高峰期,,gāo fēng qī,peak period; rush hour,7
高贵,,gāo guì,grandeur; noble,7
高空,,gāo kōng,high altitude,7
高龄,,gāo líng,elderly,7
高明,,Gāo míng,"Gaoming District of Foshan City 市, Guangdong",7
高山,,gāo shān,high mountain; alpine mountain,7
高效,,gāo xiào,efficient; highly effective,7
高新技术,,gāo xīn jì shù,high tech; high technology,7
高血压,,gāo xuè yā,high blood pressure; hypertension,7
高压,,gāo yā,high pressure; high-handed,7
高雅,,gāo yǎ,dainty; elegance; elegant,7
高涨,,gāo zhǎng,to surge up; to rise; (of tensions etc) to run high,7
搞鬼,,gǎo guǐ,to make mischief; to play tricks,7
搞笑,,gǎo xiào,to get people to laugh; funny; hilarious,7
告,,gào,to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue,7
告辞,,gào cí,to say goodbye; to take one's leave,7
告诫,,gào jiè,to warn; to admonish,7
告示,,gào shi,announcement,7
告知,,gào zhī,to inform,7
告状,,gào zhuàng,"to tell on sb; to complain (to a teacher, a superior etc); to bring a lawsuit",7
戈壁,,Gē bì,Gobi (desert),7
胳膊,,gē bo,arm,7
鸽子,,gē zi,pigeon; dove; various birds of the family Columbidae,7
割,,gē,to cut; to cut apart,7
搁,,gē,to place; to put aside; to shelve,7
搁浅,,gē qiǎn,to be stranded (of ship); to run aground; fig. to run into difficulties and stop,7
搁置,,gē zhì,to shelve; to set aside,7
歌剧,,gē jù,Western opera,7
歌颂,,gē sòng,to sing the praises of; to extol; to eulogize,7
歌舞,,gē wǔ,singing and dancing,7
歌咏,,gē yǒng,to sing,7
革命,,gé mìng,to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning); revolution; revolutionary; to revolt (against sb or sth); to revolutionize (sth); (separable verb sometimes used in the pattern 革noun的命),7
格,,gé,square; frame; rule; (legal) case; style; character; standard; pattern; (grammar) case; (classical) to obstruct; to hinder; (classical) to arrive; to come; (classical) to investigate; to study exhaustively,7
格格不入,,gé gé bù rù,(idiom) inharmonious; incompatible,7
格局,,gé jú,structure; pattern; layout,7
格式,,gé shì,form; specification; format,7
隔阂,,gé hé,misunderstanding; estrangement; (language etc) barrier,7
隔离,,gé lí,to separate; to isolate,7
个案,,gè àn,individual case; special case,7
个头儿,,gè tóu r,size; height; stature,7
各奔前程,,gè bèn qián chéng,each goes his own way (idiom); each person has his own life to lead,7
各式各样,,gè shì gè yàng,(of) all kinds and sorts; various,7
根基,,gēn jī,foundation,7
根深蒂固,,gēn shēn dì gù,deep-rooted (problem etc),7
根源,,gēn yuán,origin; root (cause),7
根治,,gēn zhì,to bring under permanent control; to effect a radical cure,7
跟不上,,gēn bu shàng,not able to keep up with,7
跟上,,gēn shàng,to catch up with; to keep pace with,7
跟踪,,gēn zōng,to follow sb's tracks; to tail; to shadow; tracking,7
耕地,,gēng dì,arable land; to plow land,7
耿直,,gěng zhí,honest; frank; candid,7
更改,,gēng gǎi,to alter,7
更衣室,,gēng yī shì,change room; dressing room; locker room; (euphemism) toilet,7
工地,,gōng dì,construction site,7
工会,,gōng huì,labor union; trade union,7
工科,,gōng kē,engineering as an academic subject,7
工商界,,gōng shāng jiè,industry; the world of business,7
